BatchSize,HiddenNodes,WeightNonbinding,WeightBinding,LearningRate,Epochs,Momentum,BestCutoff,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,MCC
500,20,0.1,0.6,0.005,260,0.4,0.63,306,650,15802,1143,0.20825305431264732
500,20,0.1,0.6,0.005,260,0.5,0.56,449,1329,15123,1000,0.2089093511611758
500,20,0.1,0.6,0.005,260,0.6,0.58,448,1323,15129,1001,0.20897909365603146
500,20,0.1,0.6,0.005,260,0.7,0.65,295,569,15883,1154,0.21507260348608084
500,20,0.1,0.6,0.005,260,0.8,0.6,363,939,15513,1086,0.20316501241600476
500,20,0.1,0.6,0.005,260,0.9,0.66,279,551,15901,1170,0.20631125879751827
500,20,0.1,0.6,0.005,320,0.1,0.65,288,575,15877,1161,0.20857531178924554
500,20,0.1,0.6,0.005,320,0.2,0.53,553,1946,14506,896,0.2072621763745041
500,20,0.1,0.6,0.005,320,0.3,0.65,295,587,15865,1154,0.21160042750985092
500,20,0.1,0.6,0.005,320,0.4,0.59,401,1051,15401,1048,0.212659150270904
500,20,0.1,0.6,0.005,320,0.5,0.72,160,161,16291,1289,0.20683801687375836
500,20,0.1,0.6,0.005,320,0.6,0.67,231,383,16069,1218,0.20402656080274273
500,20,0.1,0.6,0.005,320,0.7,0.56,467,1396,15056,982,0.21208640960025146
500,20,0.1,0.6,0.005,320,0.8,0.69,225,348,16104,1224,0.20783008561258468
500,20,0.1,0.6,0.005,320,0.9,0.71,220,341,16111,1229,0.2052326719725438
500,20,0.1,0.6,0.005,380,0.1,0.69,212,305,16147,1237,0.20808892915482718
500,20,0.1,0.6,0.005,380,0.2,0.61,376,955,15497,1073,0.2094317537799792
500,20,0.1,0.6,0.005,380,0.3,0.51,619,2425,14027,830,0.20313838524165256
500,20,0.1,0.6,0.005,380,0.4,0.59,399,1060,15392,1050,0.21027226731867432
500,20,0.1,0.6,0.005,380,0.5,0.52,568,2065,14387,881,0.2052050819740708
500,20,0.1,0.6,0.005,380,0.6,0.6,388,1037,15415,1061,0.20630552210737582
500,20,0.1,0.6,0.005,380,0.7,0.65,297,581,15871,1152,0.21426072321036443
500,20,0.1,0.6,0.005,380,0.8,0.62,317,707,15745,1132,0.20647146410045722
500,20,0.1,0.6,0.005,380,0.9,0.55,497,1623,14829,952,0.2062580976602321
500,20,0.1,0.6,0.001,20,0.1,0.45,777,5843,10609,672,0.10230697130377306
500,20,0.1,0.6,0.001,20,0.2,0.47,408,2490,13962,1041,0.09642657157343437
500,20,0.1,0.6,0.001,20,0.3,0.46,616,2552,13900,833,0.19296285551163453
500,20,0.1,0.6,0.001,20,0.4,0.45,771,4065,12387,678,0.17506679064066435
500,20,0.1,0.6,0.001,20,0.5,0.49,317,1180,15272,1132,0.14488258556687048
500,20,0.1,0.6,0.001,20,0.6,0.5,451,1467,14985,998,0.19583973211220165
500,20,0.1,0.6,0.001,20,0.7,0.47,606,2716,13736,843,0.17759424354874873
500,20,0.1,0.6,0.001,20,0.8,0.44,777,4056,12396,672,0.17798108237558677
500,20,0.1,0.6,0.001,20,0.9,0.5,556,2189,14263,893,0.18974208719809568
500,20,0.1,0.6,0.001,80,0.1,0.48,586,2373,14079,863,0.19104647507075104
500,20,0.1,0.6,0.001,80,0.2,0.5,512,1962,14490,937,0.18500688562928255
500,20,0.1,0.6,0.001,80,0.3,0.49,633,2733,13719,816,0.18898214617709808
500,20,0.1,0.6,0.001,80,0.4,0.47,656,2980,13472,793,0.18412566575393016
500,20,0.1,0.6,0.001,80,0.5,0.44,761,3827,12625,688,0.18278019772910345
500,20,0.1,0.6,0.001,80,0.6,0.53,515,1856,14596,934,0.19520497683509805
500,20,0.1,0.6,0.001,80,0.7,0.52,589,2363,14089,860,0.1931965217215699
500,20,0.1,0.6,0.001,80,0.8,0.52,554,2048,14404,895,0.19953740854986662
500,20,0.1,0.6,0.001,80,0.9,0.5,626,2570,13882,823,0.19643450075264646
500,20,0.1,0.6,0.001,140,0.1,0.53,517,1916,14536,932,0.1912834800666557
500,20,0.1,0.6,0.001,140,0.2,0.5,632,2543,13909,817,0.2010710703233747
500,20,0.1,0.6,0.001,140,0.3,0.48,676,3089,13363,773,0.18657107230903078
500,20,0.1,0.6,0.001,140,0.4,0.55,489,1690,14762,960,0.195825195952449
500,20,0.1,0.6,0.001,140,0.5,0.53,556,2129,14323,893,0.19425759390921749
500,20,0.1,0.6,0.001,140,0.6,0.5,613,2480,13972,836,0.19645681636037432
500,20,0.1,0.6,0.001,140,0.7,0.55,536,1931,14521,913,0.19982387515648642
500,20,0.1,0.6,0.001,140,0.8,0.62,344,825,15627,1105,0.20673099188036212
500,20,0.1,0.6,0.001,140,0.9,0.62,345,809,15643,1104,0.2098236316013611
500,20,0.1,0.6,0.001,200,0.1,0.58,380,1078,15374,1069,0.19617142519719977
500,20,0.1,0.6,0.001,200,0.2,0.55,465,1584,14868,984,0.19244206185036297
500,20,0.1,0.6,0.001,200,0.3,0.52,533,2057,14395,916,0.18825978318460673
500,20,0.1,0.6,0.001,200,0.4,0.51,609,2470,13982,840,0.19525408333100605
500,20,0.1,0.6,0.001,200,0.5,0.53,543,2004,14448,906,0.19747976401172895
500,20,0.1,0.6,0.001,200,0.6,0.54,524,1964,14488,925,0.19100316802660333
500,20,0.1,0.6,0.001,200,0.7,0.61,353,870,15582,1096,0.20620022261462234
500,20,0.1,0.6,0.001,200,0.8,0.65,275,513,15939,1174,0.21087869258370417
500,20,0.1,0.6,0.001,200,0.9,0.65,305,626,15826,1144,0.21181931731425738
500,20,0.1,0.6,0.001,260,0.1,0.55,498,1699,14753,951,0.1998413059937226
500,20,0.1,0.6,0.001,260,0.2,0.48,693,3040,13412,756,0.19703352253530818
500,20,0.1,0.6,0.001,260,0.3,0.57,404,1182,15270,1045,0.19865558945659348
500,20,0.1,0.6,0.001,260,0.4,0.55,509,1892,14560,940,0.189103842856086
500,20,0.1,0.6,0.001,260,0.5,0.55,511,1869,14583,938,0.19203962914608846
500,20,0.1,0.6,0.001,260,0.6,0.56,486,1662,14790,963,0.19672977172344672
500,20,0.1,0.6,0.001,260,0.7,0.47,698,2981,13471,751,0.20284693023736403
500,20,0.1,0.6,0.001,260,0.8,0.62,374,963,15489,1075,0.2070625871911106
500,20,0.1,0.6,0.001,260,0.9,0.6,408,1091,15361,1041,0.21196121189366943
500,20,0.1,0.6,0.001,320,0.1,0.52,568,2158,14294,881,0.19800014608215305
500,20,0.1,0.6,0.001,320,0.2,0.54,544,1962,14490,905,0.20137262954584603
500,20,0.1,0.6,0.001,320,0.3,0.56,477,1726,14726,972,0.18621179082073322
500,20,0.1,0.6,0.001,320,0.4,0.5,632,2594,13858,817,0.19762193236081588
500,20,0.1,0.6,0.001,320,0.5,0.58,412,1171,15281,1037,0.20477161913855
500,20,0.1,0.6,0.001,320,0.6,0.65,279,544,15908,1170,0.20769844310418853
500,20,0.1,0.6,0.001,320,0.7,0.54,506,1695,14757,943,0.20447270238089682
500,20,0.1,0.6,0.001,320,0.8,0.65,297,621,15831,1152,0.20678089930083293
500,20,0.1,0.6,0.001,320,0.9,0.6,407,1106,15346,1042,0.20949769122182538
500,20,0.1,0.6,0.001,380,0.1,0.59,372,1052,15400,1077,0.19432252014868034
500,20,0.1,0.6,0.001,380,0.2,0.53,569,2192,14260,880,0.19592895202748836
500,20,0.1,0.6,0.001,380,0.3,0.63,308,743,15709,1141,0.19422016731082897
500,20,0.1,0.6,0.001,380,0.4,0.54,507,1784,14668,942,0.1971398458142852
500,20,0.1,0.6,0.001,380,0.5,0.6,383,1068,15384,1066,0.19927874164415535
500,20,0.1,0.6,0.001,380,0.6,0.61,370,1004,15448,1079,0.1991022898977849
500,20,0.1,0.6,0.001,380,0.7,0.59,398,1110,15342,1051,0.2034745440334091
500,20,0.1,0.6,0.001,380,0.8,0.61,379,971,15481,1070,0.2092060830609142
500,20,0.1,0.6,0.001,380,0.9,0.62,344,825,15627,1105,0.20673099188036212
500,20,0.1,0.6,0.0005,20,0.1,0.47,980,7615,8837,469,0.11653852267900228
500,20,0.1,0.6,0.0005,20,0.2,0.39,810,5751,10701,639,0.1185549263917072
500,20,0.1,0.6,0.0005,20,0.3,0.4,1144,10303,6149,305,0.09274137734578276
500,20,0.1,0.6,0.0005,20,0.4,0.47,605,2824,13628,844,0.17041821857350012
500,20,0.1,0.6,0.0005,20,0.5,0.44,1363,14916,1536,86,0.032316671617491
500,20,0.1,0.6,0.0005,20,0.6,0.47,518,2937,13515,931,0.12368656759686122
500,20,0.1,0.6,0.0005,20,0.7,0.43,860,5573,10879,589,0.144824086881529
500,20,0.1,0.6,0.0005,20,0.8,0.45,676,3146,13306,773,0.1832430378170868
500,20,0.1,0.6,0.0005,20,0.9,0.49,585,2476,13976,864,0.183445535777555
500,20,0.1,0.6,0.0005,80,0.1,0.44,729,3811,12641,720,0.17017870424941822
500,20,0.1,0.6,0.0005,80,0.2,0.45,703,3768,12684,746,0.16138661401668933
500,20,0.1,0.1,0.01,400,0.8,0.2,388,1055,15397,1061,0.2040306720579295
500,20,0.1,0.1,0.01,400,0.9,0.19,444,1266,15186,1005,0.2129261775101043
500,20,0.1,0.1,0.01,460,0.8,0.25,261,481,15971,1188,0.20646636754931483
500,20,0.1,0.1,0.01,460,0.9,0.22,318,689,15763,1131,0.21021428135389073
500,20,0.1,0.1,0.01,520,0.8,0.19,383,1027,15425,1066,0.20442717857659062
500,20,0.1,0.1,0.01,520,0.9,0.15,540,1888,14564,909,0.2054493191800927
500,20,0.1,0.1,0.005,400,0.8,0.22,326,696,15756,1123,0.2147487544116502
500,20,0.1,0.1,0.005,400,0.9,0.29,197,265,16187,1252,0.2061550079185463
500,20,0.1,0.1,0.005,460,0.8,0.19,434,1211,15241,1015,0.21329808927102623
500,20,0.1,0.1,0.005,460,0.9,0.29,210,290,16162,1239,0.21071795698438114
500,20,0.1,0.1,0.005,520,0.8,0.23,301,606,15846,1148,0.21253064181481665
500,20,0.1,0.1,0.005,520,0.9,0.17,512,1652,14800,937,0.21162200877080248
500,20,0.1,0.1,0.001,400,0.8,0.2,368,972,15480,1081,0.2019907048029868
500,20,0.1,0.1,0.001,400,0.9,0.24,278,534,15918,1171,0.20892535178070137
500,20,0.1,0.1,0.001,460,0.8,0.15,571,2067,14385,878,0.20654364172422696
500,20,0.1,0.1,0.001,460,0.9,0.23,290,576,15876,1159,0.20990937877107216
500,20,0.1,0.1,0.001,520,0.8,0.23,302,673,15779,1147,0.20133155844116551
500,20,0.1,0.1,0.001,520,0.9,0.2,375,966,15486,1074,0.20730461727580432
500,20,0.1,0.1,0.0005,400,0.8,0.15,584,2180,14272,865,0.2042066475563136
500,20,0.1,0.1,0.0005,400,0.9,0.19,424,1255,15197,1025,0.20238994216088751
500,20,0.1,0.1,0.0005,460,0.8,0.21,336,857,15595,1113,0.196622934437898
500,20,0.1,0.1,0.0005,460,0.9,0.21,358,921,15531,1091,0.2023463104553721
500,20,0.1,0.1,0.0005,520,0.8,0.17,501,1640,14812,948,0.20683255009137236
500,20,0.1,0.1,0.0005,520,0.9,0.22,333,796,15656,1116,0.20357030022812886
500,20,0.1,0.1,0.0001,400,0.8,0.12,667,3384,13068,782,0.1659755073433918
500,20,0.1,0.1,0.0001,400,0.9,0.11,764,4001,12451,685,0.17530835880378526
500,20,0.1,0.1,0.0001,460,0.8,0.14,604,2576,13876,845,0.18572608737793142
500,20,0.1,0.1,0.0001,460,0.9,0.15,591,2334,14118,858,0.19622969476239177
500,20,0.1,0.1,0.0001,520,0.8,0.15,509,1958,14494,940,0.18378131446879453
500,20,0.1,0.1,0.0001,520,0.9,0.14,615,2637,13815,834,0.18685667484644622
500,20,0.1,0.2,0.01,400,0.8,0.32,430,1250,15202,1019,0.2064930555767738
500,20,0.1,0.2,0.01,400,0.9,0.37,316,736,15716,1133,0.20102983287756163
500,20,0.1,0.2,0.01,460,0.8,0.38,350,758,15694,1099,0.2212560298509007
500,20,0.1,0.2,0.01,460,0.9,0.4,271,484,15968,1178,0.21387652087843861
500,20,0.1,0.2,0.01,520,0.8,0.49,164,165,16287,1285,0.20946623837719766
500,20,0.1,0.2,0.01,520,0.9,0.33,406,1145,15307,1043,0.20418818364397723
500,20,0.1,0.2,0.005,400,0.8,0.31,432,1295,15157,1017,0.202707786338683
500,20,0.1,0.2,0.005,400,0.9,0.33,374,951,15501,1075,0.20868271637959282
500,20,0.1,0.2,0.005,460,0.8,0.34,363,902,15550,1086,0.20827907861729847
500,20,0.1,0.2,0.005,460,0.9,0.42,252,414,16038,1197,0.21436537311217474
500,20,0.1,0.2,0.005,520,0.8,0.35,325,742,15710,1124,0.20643607847606024
500,20,0.1,0.2,0.005,520,0.9,0.34,393,1000,15452,1056,0.21426254488861518
500,20,0.1,0.2,0.001,400,0.8,0.4,252,462,15990,1197,0.20325690056294365
500,20,0.1,0.2,0.001,400,0.9,0.35,347,829,15623,1102,0.20816960538925242
500,20,0.1,0.2,0.001,460,0.8,0.34,366,943,15509,1083,0.20457816639375204
500,20,0.1,0.2,0.001,460,0.9,0.36,325,706,15746,1124,0.21234685193105468
500,20,0.1,0.2,0.001,520,0.8,0.33,370,957,15495,1079,0.20528429600022355
500,20,0.1,0.2,0.001,520,0.9,0.34,371,939,15513,1078,0.20837473894153732
500,20,0.1,0.2,0.0005,400,0.8,0.36,322,769,15683,1127,0.20006696970272103
500,20,0.1,0.2,0.0005,400,0.9,0.42,232,384,16068,1217,0.20464855711568958
500,20,0.1,0.2,0.0005,460,0.8,0.42,189,255,16197,1260,0.20156731413362622
500,20,0.1,0.2,0.0005,460,0.9,0.34,392,1067,15385,1057,0.2050323211963825
500,20,0.1,0.2,0.0005,520,0.8,0.34,364,905,15547,1085,0.2085152245732444
500,20,0.1,0.2,0.0005,520,0.9,0.31,431,1279,15173,1018,0.20386797115498642
500,20,0.1,0.2,0.0001,400,0.8,0.24,625,2592,13860,824,0.19449205134867792
500,20,0.1,0.2,0.0001,400,0.9,0.28,534,2020,14432,915,0.19165157619785803
500,20,0.1,0.2,0.0001,460,0.8,0.29,379,1109,15343,1070,0.1918177510866438
500,20,0.1,0.2,0.0001,460,0.9,0.29,536,1944,14508,913,0.1987595842447785
500,20,0.1,0.2,0.0001,520,0.8,0.28,489,1868,14584,960,0.18063334437638162
500,20,0.1,0.2,0.0001,520,0.9,0.26,597,2388,14064,852,0.19526600667253724
500,20,0.1,0.3,0.01,400,0.8,0.43,401,1059,15393,1048,0.21164272284603536
500,20,0.1,0.3,0.01,400,0.9,0.45,353,848,15604,1096,0.20940100953767393
500,20,0.1,0.3,0.01,460,0.8,0.41,383,1042,15410,1066,0.20252222516052126
500,20,0.1,0.3,0.01,460,0.9,0.41,469,1405,15047,980,0.21227791557511705
500,20,0.1,0.3,0.01,520,0.8,0.44,359,857,15595,1090,0.212094464359326
500,20,0.1,0.3,0.01,520,0.9,0.42,383,1066,15386,1066,0.19952566698832516
500,20,0.1,0.3,0.005,400,0.8,0.42,410,1126,15326,1039,0.20890171095718144
500,20,0.1,0.3,0.005,400,0.9,0.36,499,1678,14774,950,0.20227058604128384
500,20,0.1,0.3,0.005,460,0.8,0.57,184,250,16202,1265,0.19823771457941378
500,20,0.1,0.3,0.005,460,0.9,0.48,341,741,15711,1108,0.2177992023287689
500,20,0.1,0.3,0.005,520,0.8,0.4,475,1456,14996,974,0.21040941122994933
500,20,0.1,0.3,0.005,520,0.9,0.46,358,902,15550,1091,0.20498122499129082
500,20,0.1,0.3,0.001,400,0.8,0.37,532,1835,14617,917,0.2058192471243329
500,20,0.1,0.3,0.001,400,0.9,0.39,464,1450,15002,985,0.20485067428019854
500,20,0.1,0.3,0.001,460,0.8,0.43,367,894,15558,1082,0.2120447759863412
500,20,0.1,0.3,0.001,460,0.9,0.45,366,860,15592,1083,0.2163108149258756
500,20,0.1,0.3,0.001,520,0.8,0.47,299,641,15811,1150,0.20468055965826418
500,20,0.1,0.3,0.001,520,0.9,0.57,175,199,16253,1274,0.20724888446851084
500,20,0.1,0.3,0.0005,400,0.8,0.47,274,560,15892,1175,0.20066643667847606
500,20,0.1,0.3,0.0005,400,0.9,0.45,328,788,15664,1121,0.20132907504821873
500,20,0.1,0.3,0.0005,460,0.8,0.35,575,2189,14263,874,0.19910527156352353
500,20,0.1,0.3,0.0005,460,0.9,0.39,486,1585,14867,963,0.20385677075537628
500,20,0.1,0.3,0.0005,520,0.8,0.37,531,1839,14613,918,0.20495774709257364
500,20,0.1,0.3,0.0005,520,0.9,0.47,300,651,15801,1149,0.20365947722555688
500,20,0.1,0.3,0.0001,400,0.8,0.29,706,3300,13152,743,0.1875898407863421
500,20,0.1,0.3,0.0001,400,0.9,0.45,301,618,15834,1148,0.210311614538678
500,20,0.1,0.3,0.0001,460,0.8,0.32,634,2703,13749,815,0.19137292974808517
500,20,0.1,0.3,0.0001,460,0.9,0.34,591,2357,14095,858,0.19458490673648804
500,20,0.1,0.3,0.0001,520,0.8,0.37,577,2128,14324,872,0.20474860338808273
500,20,0.1,0.3,0.0001,520,0.9,0.43,327,804,15648,1122,0.19821495526223096
500,20,0.1,0.4,0.01,400,0.8,0.47,436,1295,15157,1013,0.20504608568803423
500,20,0.1,0.4,0.01,400,0.9,0.53,321,723,15729,1128,0.206686465104312
500,20,0.1,0.4,0.01,460,0.8,0.41,575,2124,14328,874,0.20406883879463228
500,20,0.1,0.4,0.01,460,0.9,0.58,268,486,15966,1181,0.21103562707351392
500,20,0.1,0.4,0.01,520,0.8,0.49,459,1412,15040,990,0.20589603872230836
500,20,0.1,0.4,0.01,520,0.9,0.5,395,1087,15365,1054,0.20442354581773486
500,20,0.1,0.4,0.005,400,0.8,0.5,379,935,15517,1070,0.21411078616778084
500,20,0.1,0.4,0.005,400,0.9,0.66,168,189,16263,1281,0.20378418061628267
500,20,0.1,0.4,0.005,460,0.8,0.48,424,1198,15254,1025,0.20884659794504878
500,20,0.1,0.4,0.005,460,0.9,0.51,433,1213,15239,1016,0.21247366862722175
500,20,0.1,0.4,0.005,520,0.8,0.67,164,168,16284,1285,0.20816686822020458
500,20,0.1,0.4,0.005,520,0.9,0.5,385,1031,15421,1064,0.20517988342722215
500,20,0.1,0.4,0.001,400,0.8,0.49,404,1134,15318,1045,0.20427522320904615
500,20,0.1,0.4,0.001,400,0.9,0.49,398,1090,15362,1051,0.20591362154848017
500,20,0.1,0.4,0.001,460,0.8,0.5,381,989,15463,1068,0.20809260733749735
500,20,0.1,0.4,0.001,460,0.9,0.62,211,284,16168,1238,0.21350367575793963
500,20,0.1,0.4,0.001,520,0.8,0.49,411,1134,15318,1038,0.20854768123202466
500,20,0.1,0.4,0.001,520,0.9,0.53,340,792,15660,1109,0.2090047481439078
500,20,0.1,0.4,0.0005,400,0.8,0.54,304,649,15803,1145,0.20695909516227393
500,20,0.1,0.4,0.0005,400,0.9,0.51,365,917,15535,1084,0.20749490775858986
500,20,0.1,0.4,0.0005,460,0.8,0.51,389,1060,15392,1060,0.20403115103904754
500,20,0.1,0.4,0.0005,460,0.9,0.53,342,789,15663,1107,0.21084274013694837
500,20,0.1,0.4,0.0005,520,0.8,0.5,373,944,15508,1076,0.20898858688005229
500,20,0.1,0.4,0.0005,520,0.9,0.51,357,912,15540,1092,0.20292886687768288
500,20,0.1,0.4,0.0001,400,0.8,0.42,539,1930,14522,910,0.20144161123792415
500,20,0.1,0.4,0.0001,400,0.9,0.45,495,1704,14748,954,0.19779029436778445
500,20,0.1,0.4,0.0001,460,0.8,0.36,731,3483,12969,718,0.1882271078476152
500,20,0.1,0.4,0.0001,460,0.9,0.43,539,2108,14344,910,0.1873691552081535
500,20,0.1,0.4,0.0001,520,0.8,0.43,495,1651,14801,954,0.20258582917528883
500,20,0.1,0.4,0.0001,520,0.9,0.41,600,2443,14009,849,0.19284914420146396
500,20,0.1,0.5,0.01,400,0.8,0.61,302,625,15827,1147,0.20977724584620788
500,20,0.1,0.5,0.01,400,0.9,0.56,378,1000,15452,1071,0.2047352695926999
500,20,0.1,0.5,0.01,460,0.8,0.51,450,1387,15065,999,0.2033558851075104
500,20,0.1,0.5,0.01,460,0.9,0.55,419,1128,15324,1030,0.21413888510324336
500,20,0.1,0.5,0.01,520,0.8,0.65,202,259,16193,1247,0.21294240178112658
500,20,0.1,0.5,0.01,520,0.9,0.54,418,1189,15263,1031,0.2062934297917489
500,20,0.1,0.5,0.005,400,0.8,0.53,424,1245,15207,1025,0.20350299689528475
500,20,0.1,0.5,0.005,400,0.9,0.62,272,507,15945,1177,0.20975727627996238
500,20,0.1,0.5,0.005,460,0.8,0.66,216,299,16153,1233,0.21358002327310271
500,20,0.1,0.5,0.005,460,0.9,0.59,367,923,15529,1082,0.20797148682221947
500,20,0.1,0.5,0.005,520,0.8,0.58,338,778,15674,1111,0.20980019788457094
500,20,0.1,0.5,0.005,520,0.9,0.65,263,457,15995,1186,0.2134039251970879
500,20,0.1,0.5,0.001,400,0.8,0.57,328,751,15701,1121,0.20710393995416354
500,20,0.1,0.5,0.001,400,0.9,0.54,408,1112,15340,1041,0.20937782251003156
1000,500,0.9,0.9,1e-06,420,0.9,0.11,787,4603,11849,662,0.15657981748213526
1000,500,0.9,0.9,1e-06,420,0.8,0.1,916,9921,6531,533,0.016257385386715017
1000,500,0.9,0.9,1e-06,420,0.7,0.1,1199,12182,4270,250,0.054626058484670795
1000,500,0.9,0.9,1e-06,420,0.6,0.1,1343,14975,1477,106,0.015968490571375064
1000,500,0.9,0.9,1e-06,420,0.5,0.11,1316,14797,1655,133,0.008012358247674349
1000,500,0.9,0.9,1e-06,420,0.4,0.11,1449,16387,65,0,0.01791565904736705
1000,500,0.9,0.9,1e-06,420,0.3,0.11,1411,15906,546,38,0.01068966836558406
1000,500,0.9,0.9,1e-06,420,0.2,0.16,1350,15145,1307,99,0.011274289258052432
1000,500,0.9,0.9,1e-06,420,0.1,0.15,1370,15392,1060,79,0.011073130123516345
1000,500,0.9,0.9,1e-06,360,0.9,0.12,635,3082,13370,814,0.16871328626255216
1000,500,0.9,0.9,1e-06,360,0.8,0.11,903,7166,9286,546,0.10284610764364588
1000,500,0.9,0.9,1e-06,360,0.7,0.14,432,3135,13317,1017,0.07345969785352567
1000,500,0.9,0.9,1e-06,360,0.6,0.11,1333,14774,1678,116,0.01992651236531238
1000,500,0.9,0.9,1e-06,360,0.5,0.28,1,11,16441,1448,0.00022677238462103153
1000,500,0.9,0.9,1e-06,360,0.4,0.16,1200,12852,3600,249,0.031187033063704926
1000,500,0.9,0.9,1e-06,360,0.3,0.12,1440,16279,173,9,0.011702714602495265
1000,500,0.9,0.9,1e-06,360,0.2,0.14,1449,16446,6,0,0.005434187462524194
1000,500,0.9,0.9,1e-06,360,0.1,0.2,1125,11891,4561,324,0.032837198102152444
1000,500,0.9,0.9,1e-06,300,0.9,0.11,878,5571,10881,571,0.15187205705627235
1000,500,0.9,0.9,1e-06,300,0.8,0.11,853,7899,8553,596,0.059233080350091984
1000,500,0.9,0.9,1e-06,300,0.7,0.12,1069,11193,5259,380,0.03370772119949419
1000,500,0.9,0.9,1e-06,300,0.6,0.12,1383,15241,1211,66,0.029734386611827934
1000,500,0.9,0.9,1e-06,300,0.5,0.1,1449,16436,16,0,0.008876471467210663
1000,500,0.9,0.9,1e-06,300,0.4,0.11,1447,16387,65,2,0.011482078665489347
1000,500,0.9,0.9,1e-06,300,0.3,0.16,1443,16300,152,6,0.014866862536073448
1000,500,0.9,0.9,1e-06,300,0.2,0.22,1001,8533,7919,448,0.09411430433920791
1000,500,0.9,0.9,1e-06,300,0.1,0.22,1259,13866,2586,190,0.019636055495776024
1000,500,0.9,0.9,1e-06,240,0.9,0.11,729,4862,11590,720,0.12216692031459343
1000,500,0.9,0.9,1e-06,240,0.8,0.1,1344,15073,1379,105,0.011233071168501158
1000,500,0.9,0.9,1e-06,240,0.7,0.27,0,1,16451,1449,-0.0022181878739420424
1000,500,0.9,0.9,1e-06,240,0.6,0.14,1348,14984,1468,101,0.01883329569115215
1000,500,0.9,0.9,1e-06,240,0.5,0.1,1449,16451,1,0,0.0022181878739420424
1000,500,0.9,0.9,1e-06,240,0.4,0.24,1074,11276,5176,375,0.03291243975437276
1000,500,0.9,0.9,1e-06,240,0.3,0.13,1449,16451,1,0,0.0022181878739420424
1000,500,0.9,0.9,1e-06,240,0.2,0.19,1380,15464,988,69,0.014388307482373219
1000,500,0.9,0.9,1e-06,240,0.1,0.19,1394,15178,1274,55,0.04107454240051428
1000,500,0.9,0.9,1e-06,180,0.9,0.1,1148,11972,4480,301,0.03981079345040808
1000,500,0.9,0.9,1e-06,180,0.8,0.12,1261,13933,2519,188,0.0177899343182367
1000,500,0.9,0.9,1e-06,180,0.7,0.12,1434,16196,256,15,0.01163432925750669
1000,500,0.9,0.9,1e-06,180,0.6,0.15,1370,14953,1499,79,0.03520385694985145
1000,500,0.9,0.9,1e-06,180,0.5,0.17,1377,15028,1424,72,0.03633359783156286
1000,500,0.9,0.9,1e-06,180,0.4,0.25,965,10356,6096,484,0.020653233857535896
1000,500,0.9,0.9,1e-06,180,0.3,0.16,1442,16261,191,7,0.01767780528310639
1000,500,0.9,0.9,1e-06,180,0.2,0.2,1424,15863,589,25,0.027796677543788766
1000,500,0.9,0.9,1e-06,180,0.1,0.29,984,8720,7732,465,0.08160343656082586
1000,500,0.9,0.9,1e-06,120,0.9,0.15,321,2408,14044,1128,0.057035734860597515
1000,500,0.9,0.9,1e-06,120,0.8,0.12,1385,15569,883,64,0.011579461338003414
1000,500,0.9,0.9,1e-06,120,0.7,0.19,1359,13872,2580,90,0.07251211030179121
1000,500,0.9,0.9,1e-06,120,0.6,0.2,1420,15938,514,29,0.017857447367157667
1000,500,0.9,0.9,1e-06,120,0.5,0.2,1293,14424,2028,156,0.013006435601659537
1000,500,0.9,0.9,1e-06,120,0.4,0.19,1449,16448,4,0,0.004436747557951468
1000,500,0.9,0.9,1e-06,120,0.3,0.27,989,9590,6862,460,0.05527191057295286
1000,500,0.9,0.9,1e-06,120,0.2,0.33,944,7198,9254,505,0.11719939025314413
1000,500,0.9,0.9,1e-06,120,0.1,0.22,1449,16444,8,0,0.006275209866764622
1000,500,0.9,0.9,1e-06,60,0.9,0.1,1448,16436,16,1,0.0025005973860579935
1000,500,0.9,0.9,1e-06,60,0.8,0.14,1449,16451,1,0,0.0022181878739420424
1000,500,0.9,0.9,1e-06,60,0.7,0.29,1441,16260,192,8,0.01595705816433194
1000,500,0.9,0.9,1e-06,60,0.6,0.21,1449,16448,4,0,0.004436747557951468
1000,500,0.9,0.9,1e-06,60,0.5,0.21,1449,16446,6,0,0.005434187462524194
1000,500,0.9,0.9,1e-06,60,0.4,0.27,1433,16227,225,16,0.0062339572302477116
1000,500,0.9,0.9,1e-06,60,0.3,0.75,0,1,16451,1449,-0.0022181878739420424
1000,500,0.9,0.9,1e-06,60,0.2,0.36,1356,14893,1559,93,0.028816341029627976
1000,500,0.9,0.9,1e-06,60,0.1,0.31,1417,15840,612,32,0.02213727008193471
1000,500,0.9,0.9,5e-06,420,0.9,0.16,498,1695,14757,951,0.20020026513672545
1000,500,0.9,0.9,5e-06,420,0.8,0.14,609,2608,13844,840,0.18595700244808894
1000,500,0.9,0.9,5e-06,420,0.7,0.13,571,2447,14005,878,0.17872604697636765
1000,500,0.9,0.9,5e-06,420,0.6,0.12,658,3484,12968,791,0.1567356752843076
1000,500,0.9,0.9,5e-06,420,0.5,0.11,800,4951,11501,649,0.14670654396226546
1000,500,0.9,0.9,5e-06,420,0.4,0.11,840,4772,11680,609,0.1702967293001014
1000,500,0.9,0.9,5e-06,420,0.3,0.11,763,4519,11933,686,0.15064217930692214
1000,500,0.9,0.9,5e-06,420,0.2,0.11,796,5361,11091,653,0.12832281120774874
